* exp
[-0x1.582d3afb2c63dp+312,-0x1.4237210f95fb5p+182]
[-0x1.2bca5b74dff5dp+258,-0x1.72f8af508ec0bp-46]
[-0x1.1fba2d1252d2bp+656,-0x1.25bd204ae48dap+9]
[-0x1.97e9fef192a01p+689,-0x1.39c311e11c138p+49]
[-0x1.44f2134e1901ep+8,-0x1.2c0ed6cd7f36ep-171]
[-0x1.4a94f199f955dp+989,-0x1.c64e43e18bd27p-542]
[-0x1.58391fd92c387p-148,-0x1.0304909a95c65p-438]
[-0x1.7f5b89f707c28p+351,-0x1.e27c711642cbep-509]
[-0x1.be4aa571ec12fp+239,-0x1.fef6f0c825e69p+190]
[-0x1.10d04d9c356e0p-237,-0x1.3faa34e8fb406p-314]
[0x1.0000000000000p+0,0x1.0000000000000p+1]
[-0x1.0000000000000p+0,0x1.0000000000000p+1]
[-0x1.4000000000000p+2,-0x1.8000000000000p+1]
[-0x1.0000000000000p+1,0x1.3333333333333p-1]
[0x0.0000000000111p-1022,0x0.0000001123344p-1022]
[-0x0.0001234542222p-1022,0x0.0000012344555p-1022]
[0x0.0000342223444p-1022,0x1.000003443aaaap+0]
[-0x0.0003455543322p-1022,0x0.0000012345433p-1022]
[-0x0.0000012345678p-1022,0x1.ffffff0999999p+0]
[-0x1.fffffffffffffp+0,0x0.0000453224455p-1022]
* exp10
[-0x1.422bde014cc37p+113,-0x1.7a77bfccf5a9ep-232]
[-0x1.81702ec6f2dccp-218,-0x1.e2f6187ddb464p-507]
[-0x1.4d84c8cdfcecfp+273,-0x1.c41fe837a300bp-201]
[-0x1.1503444763fc5p-416,-0x1.03aefcc5923c6p-455]
[-0x1.3e0327b49491ap+293,-0x1.5444e676976f1p+252]
[-0x1.3b2f21561c420p+334,-0x1.3a01905e36f84p+0]
[-0x1.ccbb6adfd8294p+238,-0x1.202722624e322p-439]
[-0x1.9498f3e13bce2p+174,-0x1.63a15e999eb64p-344]
[-0x1.4171976a1ca54p-288,-0x1.a507d1c29c01dp-754]
[-0x1.1a6ec74d2e55cp-74,-0x1.de287d1d68c1bp-562]
[-0x1.f0d19adcb5d74p+312,-0x1.ba04d452bbb35p+180]
[-0x1.70236daaa01bep+257,-0x1.355e0aabcd959p-47]
[-0x1.c678939eb70f2p+655,-0x1.052f533db3da1p+11]
[-0x1.534d4b4bb97efp+689,-0x1.a1b6ff47840cap+49]
[-0x1.7aaa15ebbd3f2p+8,-0x1.8f96439899147p-170]
[-0x1.47c9025e2020fp+989,-0x1.ab3e906363e4bp-542]
[-0x1.5802285246ac3p-147,-0x1.5dab859ab6365p-439]
[-0x1.9e7ddbbe00f75p+352,-0x1.8826528c34186p-509]
[-0x1.abc408b9dd2e4p+239,-0x1.9a5e124a8c193p+190]
[-0x1.5bd629b25aa23p-236,-0x1.f7a98177b25f3p-314]
[-0x1.752884a66e610p+567,-0x1.a0bd399ecd9ebp+427]
[-0x1.d70ee09d32965p+169,-0x1.9975f82891ddep-54]
[-0x1.44f68aaa2b029p-65,-0x1.4ad560048c7b2p-342]
[-0x1.d68a6ba7e617fp+12,-0x1.8dad9877389a2p-234]
[-0x1.98ef0c6a8bd66p+132,-0x1.eb0e1ab78f314p-480]
[-0x1.c08152cc09416p+220,-0x1.d33c64c4c7e99p-190]
[-0x1.bdc3836934ae8p-138,-0x1.7036c237d5b00p-672]
[-0x1.649a33c01908cp+327,-0x1.d283cf8f05665p+252]
[-0x1.f9926ff4661c8p+651,-0x1.d07742228e496p-323]
[-0x1.7ddd664e50062p-118,-0x1.8bca641025a83p-124]
* log
[0x1.89694dd6d675ep-261,0x1.5ba589837c966p+95]
[0x1.3109f10d8a44ap-515,0x1.9981bc265797dp-222]
[0x1.21fe595436609p-237,0x1.95f14b9ba7449p+236]
[0x1.1c55b51bf7d27p-489,0x1.b3e59df05d8a3p-451]
[0x1.394270bbcba7ep+196,0x1.092ede17e8b48p+227]
[0x1.a800284a0e694p-42,0x1.c36e2ca1ca0adp+277]
[0x1.3c84e4f9c80cep-476,0x1.23d287387686bp+199]
[0x1.083a5b6db26a9p-373,0x1.76e7a53c8c81ap+141]
[0x1.2c18feebcaeaep-768,0x1.c369e759df5e3p-328]
[0x1.3653a458674fcp-578,0x1.4fb657b5aa89fp-131]
[0x1.4e68960e85562p+117,0x1.dfbf07296e0d5p+277]
[0x1.9b6f2e2aaca77p-99,0x1.d0460177b1553p+204]
[0x1.2f500c5cdbdeap+6,0x1.f4217679238f6p+595]
[0x1.4712c6d9e227cp+21,0x1.8d276f38cd260p+629]
[0x1.19ca879c7c187p-175,0x1.6f80e21866c06p-22]
[0x1.92781ef99ab46p-559,0x1.cce4ab046843dp+923]
[0x1.6ab931cee2fd4p-467,0x1.95cf42aa171cdp-160]
[0x1.1c1680a0c0b6cp-530,0x1.72b9a0e0a4b86p+325]
[0x1.36e874875bcc2p+146,0x1.b33cc462bc32dp+197]
[0x1.27e9687937dd0p-326,0x1.11b85141b78f6p-240]
[0x1.419bd3b802b61p+363,0x1.f33b09f0c558bp+527]
[0x1.a211040e355aep-106,0x1.9eb2e04c9c099p+137]
[0x1.c5d872ac1544dp-354,0x1.92efd09488689p-76]
[0x1.88217909d04f2p-250,0x1.719ba76049d42p-33]
[0x1.7ebe381f4672fp-501,0x1.2493763542c73p+74]
[0x1.778fc6fd65a71p-213,0x1.cfe27bb53debbp+192]
[0x1.e139dd116f868p-688,0x1.a4a8a68dad1fap-145]
[0x1.7064732544856p+193,0x1.3544c696554d2p+261]
[0x1.671190bb5e2f2p-338,0x1.18c6f488cbc30p+590]
[0x1.f80bd5021bfd1p-177,0x1.40b109f7dabe9p-149]
* log2
[0x1.89694dd6d675ep-261,0x1.5ba589837c966p+95]
[0x1.3109f10d8a44ap-515,0x1.9981bc265797dp-222]
[0x1.21fe595436609p-237,0x1.95f14b9ba7449p+236]
[0x1.1c55b51bf7d27p-489,0x1.b3e59df05d8a3p-451]
[0x1.394270bbcba7ep+196,0x1.092ede17e8b48p+227]
[0x1.a800284a0e694p-42,0x1.c36e2ca1ca0adp+277]
[0x1.3c84e4f9c80cep-476,0x1.23d287387686bp+199]
[0x1.083a5b6db26a9p-373,0x1.76e7a53c8c81ap+141]
[0x1.2c18feebcaeaep-768,0x1.c369e759df5e3p-328]
[0x1.3653a458674fcp-578,0x1.4fb657b5aa89fp-131]
[0x1.4e68960e85562p+117,0x1.dfbf07296e0d5p+277]
[0x1.9b6f2e2aaca77p-99,0x1.d0460177b1553p+204]
[0x1.2f500c5cdbdeap+6,0x1.f4217679238f6p+595]
[0x1.4712c6d9e227cp+21,0x1.8d276f38cd260p+629]
[0x1.19ca879c7c187p-175,0x1.6f80e21866c06p-22]
[0x1.92781ef99ab46p-559,0x1.cce4ab046843dp+923]
[0x1.6ab931cee2fd4p-467,0x1.95cf42aa171cdp-160]
[0x1.1c1680a0c0b6cp-530,0x1.72b9a0e0a4b86p+325]
[0x1.36e874875bcc2p+146,0x1.b33cc462bc32dp+197]
[0x1.27e9687937dd0p-326,0x1.11b85141b78f6p-240]
[0x1.419bd3b802b61p+363,0x1.f33b09f0c558bp+527]
[0x1.a211040e355aep-106,0x1.9eb2e04c9c099p+137]
[0x1.c5d872ac1544dp-354,0x1.92efd09488689p-76]
[0x1.88217909d04f2p-250,0x1.719ba76049d42p-33]
[0x1.7ebe381f4672fp-501,0x1.2493763542c73p+74]
[0x1.778fc6fd65a71p-213,0x1.cfe27bb53debbp+192]
[0x1.e139dd116f868p-688,0x1.a4a8a68dad1fap-145]
[0x1.7064732544856p+193,0x1.3544c696554d2p+261]
[0x1.671190bb5e2f2p-338,0x1.18c6f488cbc30p+590]
[0x1.f80bd5021bfd1p-177,0x1.40b109f7dabe9p-149]
* log10
[0x1.89694dd6d675ep-261,0x1.5ba589837c966p+95]
[0x1.3109f10d8a44ap-515,0x1.9981bc265797dp-222]
[0x1.21fe595436609p-237,0x1.95f14b9ba7449p+236]
[0x1.1c55b51bf7d27p-489,0x1.b3e59df05d8a3p-451]
[0x1.394270bbcba7ep+196,0x1.092ede17e8b48p+227]
[0x1.a800284a0e694p-42,0x1.c36e2ca1ca0adp+277]
[0x1.3c84e4f9c80cep-476,0x1.23d287387686bp+199]
[0x1.083a5b6db26a9p-373,0x1.76e7a53c8c81ap+141]
[0x1.2c18feebcaeaep-768,0x1.c369e759df5e3p-328]
[0x1.3653a458674fcp-578,0x1.4fb657b5aa89fp-131]
[0x1.4e68960e85562p+117,0x1.dfbf07296e0d5p+277]
[0x1.9b6f2e2aaca77p-99,0x1.d0460177b1553p+204]
[0x1.2f500c5cdbdeap+6,0x1.f4217679238f6p+595]
[0x1.4712c6d9e227cp+21,0x1.8d276f38cd260p+629]
[0x1.19ca879c7c187p-175,0x1.6f80e21866c06p-22]
[0x1.92781ef99ab46p-559,0x1.cce4ab046843dp+923]
[0x1.6ab931cee2fd4p-467,0x1.95cf42aa171cdp-160]
[0x1.1c1680a0c0b6cp-530,0x1.72b9a0e0a4b86p+325]
[0x1.36e874875bcc2p+146,0x1.b33cc462bc32dp+197]
[0x1.27e9687937dd0p-326,0x1.11b85141b78f6p-240]
[0x1.419bd3b802b61p+363,0x1.f33b09f0c558bp+527]
[0x1.a211040e355aep-106,0x1.9eb2e04c9c099p+137]
[0x1.c5d872ac1544dp-354,0x1.92efd09488689p-76]
[0x1.88217909d04f2p-250,0x1.719ba76049d42p-33]
[0x1.7ebe381f4672fp-501,0x1.2493763542c73p+74]
[0x1.778fc6fd65a71p-213,0x1.cfe27bb53debbp+192]
[0x1.e139dd116f868p-688,0x1.a4a8a68dad1fap-145]
[0x1.7064732544856p+193,0x1.3544c696554d2p+261]
[0x1.671190bb5e2f2p-338,0x1.18c6f488cbc30p+590]
[0x1.f80bd5021bfd1p-177,0x1.40b109f7dabe9p-149]
* sin
[-0x1.4c8993b11d519p-149,-0x1.b1d8f24f24de3p-941]
[-0x1.9ee1a9db994f5p-436,-0x1.b6451c0720bfbp-622]
[-0x1.59415fcfbff18p+6,-0x1.1b0be7ac0af65p-959]
[-0x1.975299ccb0e08p-372,0x1.77d8fa6b68b60p-585]
[-0x1.a8e9c46a3d769p-355,-0x1.c3a9cd7025105p-564]
[-0x1.9b66c64d19ee1p-329,-0x1.0b8dbebdff270p-411]
[-0x1.32690aac2472dp-40,-0x1.0e0dd7b9e7391p-789]
[-0x1.40516bc314cc9p-198,-0x1.7ad0659980c2bp-203]
[0x1.e80ef8fd19ad4p-265,0x1.ba9a1304c562dp-79]
[-0x1.764bf1b176ff7p-373,-0x1.00bd1997cd82ep-915]
[-0x1.b28f9484ffbfcp-589,0x1.c77c9276b791dp-13]
[-0x1.388c331648e3ep-333,-0x1.65ed85df2d4b7p-576]
[-0x1.96433e013eda2p-935,0x1.8620faa09eadbp-386]
[-0x1.ab077c8e23ef5p-491,0x1.504d993745eafp-18]
[-0x1.06d7f9ae94dadp-301,-0x1.9610758986a88p-835]
[-0x1.af3b21180e563p-498,-0x1.068b13da99666p-760]
[-0x1.2789c2d583bcdp-568,-0x1.f2bd89dad0665p-780]
[-0x1.9fc9d1b0afc7cp-545,0x1.580844b9dc45cp-780]
[-0x1.8a11a53596037p-49,0x1.b1e6b793078ddp-664]
[-0x1.425eef071014fp-121,-0x1.bb2efb4f70837p-547]
[-0x1.8e96354bf7e11p-894,-0x1.039e2518cf503p-1008]
[-0x1.7ba62e3fbdd83p-165,0x1.069e434ee9e0fp-740]
[-0x1.e7802992ba99dp-775,-0x1.7883a587654e5p-928]
[0x1.455801d3d2b63p-704,0x1.d2648abc1e83dp-27]
[-0x1.04be837a6f1f1p-375,0x1.173ab0fec92afp-771]
[-0x1.7e13dbb66e5a3p-84,-0x1.af23d175aa3d2p-538]
[-0x1.07d4317cb3695p-274,-0x1.ef8b7bcbab211p-495]
[-0x1.fb31317bb132bp-326,-0x1.70170edbd047bp-875]
[-0x1.8378f49913a88p-253,0x1.53fab12968e9ap-607]
[-0x1.79ca1af65e50dp-233,-0x1.cd61131067370p-429]
* cos
[-0x1.4c8993b11d519p-149,-0x1.b1d8f24f24de3p-941]
[-0x1.9ee1a9db994f5p-436,-0x1.b6451c0720bfbp-622]
[-0x1.59415fcfbff18p+6,-0x1.1b0be7ac0af65p-959]
[-0x1.975299ccb0e08p-372,0x1.77d8fa6b68b60p-585]
[-0x1.a8e9c46a3d769p-355,-0x1.c3a9cd7025105p-564]
[-0x1.9b66c64d19ee1p-329,-0x1.0b8dbebdff270p-411]
[-0x1.32690aac2472dp-40,-0x1.0e0dd7b9e7391p-789]
[-0x1.40516bc314cc9p-198,-0x1.7ad0659980c2bp-203]
[0x1.e80ef8fd19ad4p-265,0x1.ba9a1304c562dp-79]
[-0x1.764bf1b176ff7p-373,-0x1.00bd1997cd82ep-915]
[-0x1.b28f9484ffbfcp-589,0x1.c77c9276b791dp-13]
[-0x1.388c331648e3ep-333,-0x1.65ed85df2d4b7p-576]
[-0x1.96433e013eda2p-935,0x1.8620faa09eadbp-386]
[-0x1.ab077c8e23ef5p-491,0x1.504d993745eafp-18]
[-0x1.06d7f9ae94dadp-301,-0x1.9610758986a88p-835]
[-0x1.af3b21180e563p-498,-0x1.068b13da99666p-760]
[-0x1.2789c2d583bcdp-568,-0x1.f2bd89dad0665p-780]
[-0x1.9fc9d1b0afc7cp-545,0x1.580844b9dc45cp-780]
[-0x1.8a11a53596037p-49,0x1.b1e6b793078ddp-664]
[-0x1.425eef071014fp-121,-0x1.bb2efb4f70837p-547]
[-0x1.8e96354bf7e11p-894,-0x1.039e2518cf503p-1008]
[-0x1.7ba62e3fbdd83p-165,0x1.069e434ee9e0fp-740]
[-0x1.e7802992ba99dp-775,-0x1.7883a587654e5p-928]
[0x1.455801d3d2b63p-704,0x1.d2648abc1e83dp-27]
[-0x1.04be837a6f1f1p-375,0x1.173ab0fec92afp-771]
[-0x1.7e13dbb66e5a3p-84,-0x1.af23d175aa3d2p-538]
[-0x1.07d4317cb3695p-274,-0x1.ef8b7bcbab211p-495]
[-0x1.fb31317bb132bp-326,-0x1.70170edbd047bp-875]
[-0x1.8378f49913a88p-253,0x1.53fab12968e9ap-607]
[-0x1.79ca1af65e50dp-233,-0x1.cd61131067370p-429]
* tan
[0x1.1abe4c698badcp+6,0x1.1b03626b3e0fcp+6]
[0x1.37048632cf1d3p+7,0x1.3706ca82d6631p+7]
[0x1.c463adbcd6522p+3,0x1.c4642ab313fabp+3]
[0x1.d0f4ca2bb579cp+5,0x1.d0fb1659ec586p+5]
[0x1.141144b19d322p+10,0x1.1411451f7d15cp+10]
[0x1.f6a7a3099ec00p+2,0x1.5998e051427cap+3]
[0x1.9953d2adc130ep+15,0x1.9953fd66bd1a5p+15]
[0x1.7b58e9870d616p+9,0x1.7b58f56c876b7p+9]
[0x1.7866ee95918a2p+11,0x1.7866f1f2c8170p+11]
[0x1.2d97c809d003bp+2,0x1.2d97da429140fp+2]
[0x1.e305163ba6c53p+9,0x1.e3053b5947216p+9]
[0x1.f6a7a2977cedfp+2,0x1.f6aa73f91519bp+2]
[0x1.d0f4a998ad811p+5,0x1.d1b127e4dc260p+5]
[0x1.f6a7a2ac6dedfp+2,0x1.1c94579773116p+3]
[0x1.521e0f04ac063p+10,0x1.521e18ea2831ep+10]
[0x1.ab41b772619c2p+4,0x1.ab96c295e1a23p+4]
[0x1.87e20c8b7ccc1p+16,0x1.87e20e060934fp+16]
[0x1.2dd2b14821824p+17,0x1.2dd2d30836efap+17]
[0x1.a9af913ee27cfp+8,0x1.a9afa6d06e549p+8]
[0x1.d933d00e94652p+10,0x1.d9344e7c644b9p+10]
[0x1.050dec23e2e9cp+18,0x1.050e689fa1b54p+18]
[0x1.3a28c59dd7dbep+5,0x1.3a28c6f2d3060p+5]
[0x1.dd85a7816a0ffp+4,0x1.dd89849dfdf09p+4]
[0x1.ab41b29964887p+4,0x1.b5cbd4ed0d1ddp+4]
[0x1.19454e95bc804p+12,0x1.194551e9ad95ap+12]
[0x1.31208f4b0c340p+10,0x1.3120b7ab8e573p+10]
[0x1.dd85baab9baf9p+4,0x1.dd8660423baacp+4]
[0x1.7bcc5d9a9b348p+17,0x1.7bcd1b1984619p+17]
[0x1.78fdb9f143616p+4,0x1.78fdb9f143616p+4]
[0x1.78fdb9f143616p+4,0x1.79367e02d4eaap+4]
* cot
[0x1.1475cd947aa27p+6,0x1.14bae3962d047p+6]
[0x1.33e046c846979p+7,0x1.33e28b184ddd7p+7]
[0x1.921fb7144df7fp+3,0x1.9220340a8ba08p+3]
[0x1.c463cc8193634p+5,0x1.c46a18afca41ep+5]
[0x1.13acbcc44c217p+10,0x1.13acbd322c051p+10]
[0x1.921fb5b88e0bbp+2,0x1.2754e9a8ba227p+3]
[0x1.9950ae6e56a85p+15,0x1.9950d9275291cp+15]
[0x1.7a8fd9ac6b400p+9,0x1.7a8fe591e54a1p+9]
[0x1.7834aa9ee901cp+11,0x1.7834adfc1f8eap+11]
[0x1.921fb5717e9ecp+1,0x1.921fd9e301192p+1]
[0x1.e23c066104a3cp+9,0x1.e23c2b7ea4fffp+9]
[0x1.921fb5466c39ap+2,0x1.922286a804656p+2]
[0x1.c463abee8b6a9p+5,0x1.c5202a3aba0f8p+5]
[0x1.921fb55b5d39ap+2,0x1.d4a0c1ddd56e7p+2]
[0x1.51b987175af58p+10,0x1.51b990fcd7213p+10]
[0x1.921fbc1e1d6f1p+4,0x1.9274c7419d752p+4]
[0x1.87e07a6bc787dp+16,0x1.87e07be653f0bp+16]
[0x1.2dd1e83846e02p+17,0x1.2dd209f85c4d8p+17]
[0x1.a81d71899e3a2p+8,0x1.a81d871b2a11cp+8]
[0x1.d8cf482143547p+10,0x1.d8cfc68f133aep+10]
[0x1.050d879bf598bp+18,0x1.050e0417b4643p+18]
[0x1.2d97c7f3b5c56p+5,0x1.2d97c948b0ef8p+5]
[0x1.c463ac2d25e2ep+4,0x1.c4678949b9c38p+4]
[0x1.921fb745205b6p+4,0x1.9ca9d998c8f0cp+4]
[0x1.192c2c9a683c1p+12,0x1.192c2fee59517p+12]
[0x1.30bc075dbb235p+10,0x1.30bc2fbe3d468p+10]
[0x1.c463bf5757828p+4,0x1.c46464edf77dbp+4]
[0x1.7bcb948ac0926p+17,0x1.7bcc5209a9bf7p+17]
[0x1.9b8ca1f29b74fp+9,0x1.9b8e83c2349fdp+9]
[0x1.5fdbbe9cff344p+4,0x1.601482ae90bd8p+4]
* asin
[-0x1.88d184a3af3b1p-163,-0x1.86f08605c2aa0p-677]
[-0x1.5f745e909234ep-278,-0x1.44c7e079c37bap-639]
[-0x1.db07b9afeac94p-293,-0x1.62f61fba0f40fp-764]
[-0x1.67712a1e64c2cp-944,-0x1.c0102c4d258efp-976]
[0x1.71ecc8d742334p-727,0x1.92c3c728ccf4ap-612]
[-0x1.bcd3feb3b0175p-640,0x1.bebe69e3bf3c2p-536]
[-0x1.2469575189327p-372,-0x1.d47030e7d6293p-1006]
[-0x1.c4d163a6cccd9p-336,-0x1.3bee6dab70397p-796]
[-0x1.07d72ef4864c6p-895,-0x1.103cbbbf6120cp-975]
[-0x1.08c248c37e53bp-816,0x1.464f82772ef42p-947]
[-0x1.00012a1580a3ap-227,0x1.26acf90bdfba6p-795]
[0x1.ba8067112e534p-841,0x1.d11146fe4675ep-554]
[-0x1.0448c580b4caep-63,0x1.9fe1322863725p-267]
[-0x1.3364adec6bb8bp-387,0x1.7e16b310f878ap-232]
[-0x1.ece335e985bbap-255,-0x1.2a30c3d9e32dap-454]
[-0x1.aa045ccb15aedp-804,0x1.a8a188e64cac2p-21]
[-0x1.11d6fd2b8fe1ep-343,-0x1.30d1074dc059ep-868]
[-0x1.efde0d25f9c44p-67,-0x1.2a278e6c91f21p-838]
[0x1.2b060c8a4ba6ep-493,0x1.633b2978352afp-407]
[-0x1.9c5fc40761841p-303,-0x1.dec661df94dabp-510]
[-0x1.56df81b91c381p-43,0x1.98dc940c3ae1ep-564]
[-0x1.3929e7122ce96p-326,0x1.451605cb3a73bp-853]
[-0x1.a034fa1ee4476p-230,-0x1.1efaa10962372p-519]
[-0x1.4e54c309c46f8p-480,0x1.28fd3055907f3p-685]
[-0x1.13b101113d36fp-807,0x1.c53e9ba64fadfp-768]
[-0x1.2392d35ee9b74p-210,-0x1.4b35284c1064bp-548]
[-0x1.ae295c6cffac1p-247,-0x1.57c346b295c33p-911]
[0x1.6938cc5ee183ap-692,0x1.7ef4b0758702dp-661]
[-0x1.b459af91d9283p-559,0x1.3f39248da0a27p-301]
[-0x1.57bce16d0a1d4p-513,0x1.5dbb6adfb81fdp-1019]
* acos
[-0x1.88d184a3af3b1p-163,-0x1.86f08605c2aa0p-677]
[-0x1.5f745e909234ep-278,-0x1.44c7e079c37bap-639]
[-0x1.db07b9afeac94p-293,-0x1.62f61fba0f40fp-764]
[-0x1.67712a1e64c2cp-944,-0x1.c0102c4d258efp-976]
[0x1.71ecc8d742334p-727,0x1.92c3c728ccf4ap-612]
[-0x1.bcd3feb3b0175p-640,0x1.bebe69e3bf3c2p-536]
[-0x1.2469575189327p-372,-0x1.d47030e7d6293p-1006]
[-0x1.c4d163a6cccd9p-336,-0x1.3bee6dab70397p-796]
[-0x1.07d72ef4864c6p-895,-0x1.103cbbbf6120cp-975]
[-0x1.08c248c37e53bp-816,0x1.464f82772ef42p-947]
[-0x1.00012a1580a3ap-227,0x1.26acf90bdfba6p-795]
[0x1.ba8067112e534p-841,0x1.d11146fe4675ep-554]
[-0x1.0448c580b4caep-63,0x1.9fe1322863725p-267]
[-0x1.3364adec6bb8bp-387,0x1.7e16b310f878ap-232]
[-0x1.ece335e985bbap-255,-0x1.2a30c3d9e32dap-454]
[-0x1.aa045ccb15aedp-804,0x1.a8a188e64cac2p-21]
[-0x1.11d6fd2b8fe1ep-343,-0x1.30d1074dc059ep-868]
[-0x1.efde0d25f9c44p-67,-0x1.2a278e6c91f21p-838]
[0x1.2b060c8a4ba6ep-493,0x1.633b2978352afp-407]
[-0x1.9c5fc40761841p-303,-0x1.dec661df94dabp-510]
[-0x1.56df81b91c381p-43,0x1.98dc940c3ae1ep-564]
[-0x1.3929e7122ce96p-326,0x1.451605cb3a73bp-853]
[-0x1.a034fa1ee4476p-230,-0x1.1efaa10962372p-519]
[-0x1.4e54c309c46f8p-480,0x1.28fd3055907f3p-685]
[-0x1.13b101113d36fp-807,0x1.c53e9ba64fadfp-768]
[-0x1.2392d35ee9b74p-210,-0x1.4b35284c1064bp-548]
[-0x1.ae295c6cffac1p-247,-0x1.57c346b295c33p-911]
[0x1.6938cc5ee183ap-692,0x1.7ef4b0758702dp-661]
[-0x1.b459af91d9283p-559,0x1.3f39248da0a27p-301]
[-0x1.57bce16d0a1d4p-513,0x1.5dbb6adfb81fdp-1019]
* atan
[0x1.7a77bfccf5a9ep-232,0x1.422bde014cc37p+113]
[0x1.e2f6187ddb464p-507,0x1.81702ec6f2dccp-218]
[0x1.c41fe837a300bp-201,0x1.4d84c8cdfcecfp+273]
[0x1.03aefcc5923c6p-455,0x1.1503444763fc5p-416]
[0x1.5444e676976f1p+252,0x1.3e0327b49491ap+293]
[0x1.3a01905e36f84p+0,0x1.3b2f21561c420p+334]
[0x1.202722624e322p-439,0x1.ccbb6adfd8294p+238]
[0x1.63a15e999eb64p-344,0x1.9498f3e13bce2p+174]
[0x1.a507d1c29c01dp-754,0x1.4171976a1ca54p-288]
[0x1.de287d1d68c1bp-562,0x1.1a6ec74d2e55cp-74]
[0x1.ba04d452bbb35p+180,0x1.f0d19adcb5d74p+312]
[0x1.355e0aabcd959p-47,0x1.70236daaa01bep+257]
[0x1.052f533db3da1p+11,0x1.c678939eb70f2p+655]
[0x1.a1b6ff47840cap+49,0x1.534d4b4bb97efp+689]
[0x1.8f96439899147p-170,0x1.7aaa15ebbd3f2p+8]
[0x1.ab3e906363e4bp-542,0x1.47c9025e2020fp+989]
[0x1.5dab859ab6365p-439,0x1.5802285246ac3p-147]
[0x1.8826528c34186p-509,0x1.9e7ddbbe00f75p+352]
[0x1.9a5e124a8c193p+190,0x1.abc408b9dd2e4p+239]
[0x1.f7a98177b25f3p-314,0x1.5bd629b25aa23p-236]
[0x1.a0bd399ecd9ebp+427,0x1.752884a66e610p+567]
[0x1.9975f82891ddep-54,0x1.d70ee09d32965p+169]
[0x1.4ad560048c7b2p-342,0x1.44f68aaa2b029p-65]
[0x1.8dad9877389a2p-234,0x1.d68a6ba7e617fp+12]
[0x1.eb0e1ab78f314p-480,0x1.98ef0c6a8bd66p+132]
[0x1.d33c64c4c7e99p-190,0x1.c08152cc09416p+220]
[0x1.7036c237d5b00p-672,0x1.bdc3836934ae8p-138]
[0x1.d283cf8f05665p+252,0x1.649a33c01908cp+327]
[0x1.d07742228e496p-323,0x1.f9926ff4661c8p+651]
[0x1.8bca641025a83p-124,0x1.7ddd664e50062p-118]
* acot
[0x1.7a77bfccf5a9ep-232,0x1.422bde014cc37p+113]
