# Converted from libieeep1788/test/p1788/flavor/infsup/setbased/test_mpfr_bin_ieee754_flavor_cancel_func.cpp
* cancelPlus
[-0x1.4000000000000p+2   ,-0x1.ccccccccccccdp-1   ] | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[-0x1.4666666666666p+2   ,-0x1.ccccccccccccdp-1   ] | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[-0x1.433334p+3  ,+0x1.466666p+2  ] | [-0x1.400000p+2  ,+0x1.400000p+3  ]
[-0x1.99999ap-4  ,+0x1.000000p+1  ] | [-0x1.99999ap-4  ,+0x1.47ae14p-7  ]
[-0x1.000000p+0  ,+0x1.fffffcp-53 ] | [-0x1.000000p+0  ,+0x1.fffffep-53 ]
[-inf                    ,-0x1.0000000000000p+0   ]_dac | []_trv
[-0x1.0000000000000p+0   ,+inf                    ]_def | []_trv
[-inf                    ,+inf                    ]_dac | []_trv
[-inf                    ,-0x1.0000000000000p+0   ]_dac | [-0x1.4000000000000p+2   ,+0x1.0000000000000p+0   ]_com
[-0x1.0000000000000p+0   ,+inf                    ]_trv | [-0x1.4000000000000p+2   ,+0x1.0000000000000p+0   ]_def
[-inf                    ,+inf                    ]_dac | [-0x1.4000000000000p+2   ,+0x1.0000000000000p+0   ]_def
[-inf                    ,-0x1.0000000000000p+0   ]_dac | [-inf                    ,+inf                    ]_dac
[-0x1.0000000000000p+0   ,+inf                    ]_def | [-inf                    ,+inf                    ]_dac
[]_trv | [+0x1.0000000000000p+0   ,+inf                    ]_def
[]_trv | [-inf                    ,+0x1.0000000000000p+0   ]_trv
[]_trv | [-inf                    ,+inf                    ]_dac
[-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_dac | [+0x1.0000000000000p+0   ,+inf                    ]_dac
[-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def | [-inf                    ,+0x1.0000000000000p+0   ]_dac
[-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_com | [-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_dac | [+0x1.0000000000000p+0   ,+inf                    ]_dac
[-inf                    ,+inf                    ]_dac | [-inf                    ,+0x1.0000000000000p+0   ]_def
[-inf                    ,+inf                    ]_dac | [-inf                    ,+inf                    ]_dac
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_com | [+0x1.0000000000000p+0   ,+0x1.4666666666666p+2   ]_def
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_dac | [+0x1.ccccccccccccdp-1   ,+0x1.4000000000000p+2   ]_def
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_def | [+0x1.ccccccccccccdp-1   ,+0x1.4666666666666p+2   ]_def
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_trv | [-0x1.4000000000000p+2   ,+0x1.4333333333333p+3   ]_dac
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_com | [-0x1.4666666666666p+2   ,+0x1.4000000000000p+3   ]_dac
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_dac | [-0x1.4666666666666p+2   ,+0x1.4333333333333p+3   ]_dac
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def | [-0x1.4000000000000p+2   ,-0x1.ccccccccccccdp-1   ]_com
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_trv | [-0x1.4666666666666p+2   ,-0x1.0000000000000p+0   ]_com
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_dac | [-0x1.4666666666666p+2   ,-0x1.ccccccccccccdp-1   ]_com
[-0x1.4000000000000p+3   ,-0x1.0000000000000p+0   ]_trv | []_trv
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_def | []_trv
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_com | []_trv
[]_trv | []_trv
[]_trv | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+3   ]_dac
[]_trv | [-0x1.4000000000000p+2   ,+0x1.4000000000000p+3   ]_def
[]_trv | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_com
[-0x1.4666666666666p+2   ,-0x0.0000000000000p+0   ]_com | [+0x0.0000000000000p+0   ,+0x1.4000000000000p+2   ]_com
[-0x1.4666666666666p+2   ,-0x1.0000000000000p+0   ]_com | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_dac
[-0x1.4000000000000p+2   ,-0x1.ccccccccccccdp-1   ]_com | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def
[-0x1.4666666666666p+2   ,-0x1.ccccccccccccdp-1   ]_dac | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_trv
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_dac | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_com
[-0x1.4333333333333p+3   ,+0x1.4000000000000p+2   ]_dac | [-0x1.4000000000000p+2   ,+0x1.4000000000000p+3   ]_dac
[-0x1.4000000000000p+3   ,+0x1.4666666666666p+2   ]_def | [-0x1.4000000000000p+2   ,+0x1.4000000000000p+3   ]_def
[-0x1.4333333333333p+3   ,+0x1.4666666666666p+2   ]_def | [-0x1.4000000000000p+2   ,+0x1.4000000000000p+3   ]_trv
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_def | [-0x1.4000000000000p+2   ,+0x1.4000000000000p+3   ]_com
[+0x1.ccccccccccccdp-1   ,+0x1.4000000000000p+2   ]_trv | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_dac
[+0x1.0000000000000p+0   ,+0x1.4666666666666p+2   ]_trv | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_def
[+0x0.0000000000000p+0   ,+0x1.4666666666666p+2   ]_trv | [-0x1.4000000000000p+2   ,-0x0.0000000000000p+0   ]_trv
[+0x1.ccccccccccccdp-1   ,+0x1.4666666666666p+2   ]_com | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_com
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_dac | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_dac
[+0x0.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def | [-0x1.4000000000000p+2   ,-0x0.0000000000000p+0   ]_trv
[+0x1.ffffffffffff0p+0   ,+0x1.ffffffffffff0p+0   ]_com | [-0x1.999999999999ap-4   ,-0x1.999999999999ap-4   ]_com
[-0x1.999999999999ap-4   ,+0x1.ffffffffffff0p+0   ]_dac | [-0x1.999999999999ap-4   ,+0x1.47ae147ae147bp-7   ]_com
[+0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]_com | [+0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]_com
[-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]_com | [-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]_com
[-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]_dac | [-0x1.ffffffffffffep+1023,+0x1.fffffffffffffp+1023]_com
[-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]_dac | [-0x1.fffffffffffffp+1023,+0x1.ffffffffffffep+1023]_com
[-0x1.fffffffffffffp+1023,+0x1.ffffffffffffep+1023]_com | [-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]_com
[-0x1.ffffffffffffep+1023,+0x1.fffffffffffffp+1023]_com | [-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]_com
[-0x1.0000000000000p+0   ,+0x1.fffffffffffffp-53  ]_dac | [-0x1.0000000000000p+0   ,+0x1.ffffffffffffep-53  ]_com
[-0x1.0000000000000p+0   ,+0x1.ffffffffffffep-53  ]_def | [-0x1.0000000000000p+0   ,+0x1.fffffffffffffp-53  ]_com
[-0x1.4000000000000p+2   ,-0x1.ccccccccccccdp-1   ]_com | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_com
[-0x1.4666666666666p+2   ,-0x1.ccccccccccccdp-1   ]_dac | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def
[-0x1.433334p+3  ,+0x1.466666p+2  ]_def | [-0x1.400000p+2  ,+0x1.400000p+3  ]_trv
[-0x1.99999ap-4  ,+0x1.000000p+1  ]_trv | [-0x1.99999ap-4  ,+0x1.47ae14p-7  ]_dac
[-0x1.000000p+0  ,+0x1.fffffcp-53 ]_com | [-0x1.000000p+0  ,+0x1.fffffep-53 ]_def
* cancelMinus
[-inf                    ,-0x1.0000000000000p+0   ] | []
[-0x1.0000000000000p+0   ,+inf                    ] | []
[-inf                    ,+inf                    ] | []
[-inf                    ,-0x1.0000000000000p+0   ] | [-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[-0x1.0000000000000p+0   ,+inf                    ] | [-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[-inf                    ,+inf                    ] | [-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[-inf                    ,-0x1.0000000000000p+0   ] | [-inf                    ,+inf                    ]
[-0x1.0000000000000p+0   ,+inf                    ] | [-inf                    ,+inf                    ]
[] | [-inf                    ,-0x1.0000000000000p+0   ]
[] | [-0x1.0000000000000p+0   ,+inf                    ]
[] | [-inf                    ,+inf                    ]
[-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ] | [-inf                    ,-0x1.0000000000000p+0   ]
[-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ] | [-0x1.0000000000000p+0   ,+inf                    ]
[-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ] | [-inf                    ,+inf                    ]
[-inf                    ,+inf                    ] | [-inf                    ,-0x1.0000000000000p+0   ]
[-inf                    ,+inf                    ] | [-0x1.0000000000000p+0   ,+inf                    ]
[-inf                    ,+inf                    ] | [-inf                    ,+inf                    ]
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ] | [-0x1.4666666666666p+2   ,-0x1.0000000000000p+0   ]
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ] | [-0x1.4000000000000p+2   ,-0x1.ccccccccccccdp-1   ]
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ] | [-0x1.4666666666666p+2   ,-0x1.ccccccccccccdp-1   ]
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ] | [-0x1.4333333333333p+3   ,+0x1.4000000000000p+2   ]
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ] | [-0x1.4000000000000p+3   ,+0x1.4666666666666p+2   ]
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ] | [-0x1.4333333333333p+3   ,+0x1.4666666666666p+2   ]
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ] | [+0x1.ccccccccccccdp-1   ,+0x1.4000000000000p+2   ]
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ] | [+0x1.0000000000000p+0   ,+0x1.4666666666666p+2   ]
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ] | [+0x1.ccccccccccccdp-1   ,+0x1.4666666666666p+2   ]
[-0x1.4000000000000p+3   ,-0x1.0000000000000p+0   ] | []
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ] | []
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ] | []
[] | []
[] | [-0x1.4000000000000p+3   ,-0x1.0000000000000p+0   ]
[] | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]
[] | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[-0x1.4666666666666p+2   ,-0x0.0000000000000p+0   ] | [-0x1.4000000000000p+2   ,+0x0.0000000000000p+0   ]
[-0x1.4666666666666p+2   ,-0x1.0000000000000p+0   ] | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]
[-0x1.4000000000000p+2   ,-0x1.ccccccccccccdp-1   ] | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]
[-0x1.4666666666666p+2   ,-0x1.ccccccccccccdp-1   ] | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ] | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]
[-0x1.4333333333333p+3   ,+0x1.4000000000000p+2   ] | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]
[-0x1.4000000000000p+3   ,+0x1.4666666666666p+2   ] | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]
[-0x1.4333333333333p+3   ,+0x1.4666666666666p+2   ] | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ] | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]
[+0x1.ccccccccccccdp-1   ,+0x1.4000000000000p+2   ] | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[-0x0.0000000000000p+0   ,+0x1.4666666666666p+2   ] | [+0x0.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[+0x1.0000000000000p+0   ,+0x1.4666666666666p+2   ] | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[+0x1.ccccccccccccdp-1   ,+0x1.4666666666666p+2   ] | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ] | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[-0x1.4000000000000p+2   ,+0x1.0000000000000p+0   ] | [-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[-0x1.4000000000000p+2   ,+0x0.0000000000000p+0   ] | [-0x0.0000000000000p+0   ,+0x1.4000000000000p+2   ]
[+0x1.ffffffffffff0p+0   ,+0x1.ffffffffffff0p+0   ] | [+0x1.999999999999ap-4   ,+0x1.999999999999ap-4   ]
[-0x1.999999999999ap-4   ,+0x1.ffffffffffff0p+0   ] | [-0x1.47ae147ae147bp-7   ,+0x1.999999999999ap-4   ]
[+0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023] | [-0x1.fffffffffffffp+1023,-0x1.fffffffffffffp+1023]
[-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023] | [-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]
[-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023] | [-0x1.fffffffffffffp+1023,+0x1.ffffffffffffep+1023]
[-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023] | [-0x1.ffffffffffffep+1023,+0x1.fffffffffffffp+1023]
[-0x1.fffffffffffffp+1023,+0x1.ffffffffffffep+1023] | [-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]
[-0x1.ffffffffffffep+1023,+0x1.fffffffffffffp+1023] | [-0x1.fffffffffffffp+1023,+0x1.fffffffffffffp+1023]
[+0x1.0000000000000p-1022,+0x1.0000000000000p-1022] | [+0x1.0000000000000p-1022,+0x1.0000000000000p-1022]
[+0x1.0000000000000p-1022,+0x1.0000000000000p-1022] | [-0x1.0000000000000p-1022,-0x1.0000000000000p-1022]
[+0x1.0000000000000p-1022,+0x1.0000000000002p-1022] | [+0x1.0000000000000p-1022,+0x1.0000000000001p-1022]
[+0x1.0000000000000p-1022,+0x1.0000000000001p-1022] | [+0x1.0000000000000p-1022,+0x1.0000000000002p-1022]
[-0x1.0000000000000p+0   ,+0x1.fffffffffffffp-53  ] | [-0x1.ffffffffffffep-53  ,+0x1.0000000000000p+0   ]
[-0x1.0000000000000p+0   ,+0x1.ffffffffffffep-53  ] | [-0x1.fffffffffffffp-53  ,+0x1.0000000000000p+0   ]
[-0x1.4000000000000p+2   ,-0x1.ccccccccccccdp-1   ] | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]
[-0x1.4666666666666p+2   ,-0x1.ccccccccccccdp-1   ] | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]
[-0x1.433334p+3  ,+0x1.466666p+2  ] | [-0x1.400000p+3  ,+0x1.400000p+2  ]
[-0x1.99999ap-4  ,+0x1.000000p+1  ] | [-0x1.47ae14p-7  ,+0x1.99999ap-4  ]
[-0x1.000000p+0  ,+0x1.fffffcp-53 ] | [-0x1.fffffep-53 ,+0x1.000000p+0  ]
[-inf                    ,-0x1.0000000000000p+0   ]_dac | []_trv
[-0x1.0000000000000p+0   ,+inf                    ]_def | []_trv
[-inf                    ,+inf                    ]_dac | []_trv
[-inf                    ,-0x1.0000000000000p+0   ]_trv | [-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_dac
[-0x1.0000000000000p+0   ,+inf                    ]_dac | [-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_com
[-inf                    ,+inf                    ]_dac | [-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def
[-inf                    ,-0x1.0000000000000p+0   ]_def | [-inf                    ,+inf                    ]_dac
[-0x1.0000000000000p+0   ,+inf                    ]_trv | [-inf                    ,+inf                    ]_dac
[]_trv | [-inf                    ,-0x1.0000000000000p+0   ]_dac
[]_trv | [-0x1.0000000000000p+0   ,+inf                    ]_dac
[]_trv | [-inf                    ,+inf                    ]_dac
[-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_dac | [-inf                    ,-0x1.0000000000000p+0   ]_def
[-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def | [-0x1.0000000000000p+0   ,+inf                    ]_trv
[-0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_com | [-inf                    ,+inf                    ]_dac
[-inf                    ,+inf                    ]_dac | [-inf                    ,-0x1.0000000000000p+0   ]_dac
[-inf                    ,+inf                    ]_dac | [-0x1.0000000000000p+0   ,+inf                    ]_def
[-inf                    ,+inf                    ]_dac | [-inf                    ,+inf                    ]_dac
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_com | [-0x1.4666666666666p+2   ,-0x1.0000000000000p+0   ]_trv
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_dac | [-0x1.4000000000000p+2   ,-0x1.ccccccccccccdp-1   ]_def
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_def | [-0x1.4666666666666p+2   ,-0x1.ccccccccccccdp-1   ]_dac
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_trv | [-0x1.4333333333333p+3   ,+0x1.4000000000000p+2   ]_com
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_com | [-0x1.4000000000000p+3   ,+0x1.4666666666666p+2   ]_com
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_dac | [-0x1.4333333333333p+3   ,+0x1.4666666666666p+2   ]_trv
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def | [+0x1.ccccccccccccdp-1   ,+0x1.4000000000000p+2   ]_def
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_trv | [+0x1.0000000000000p+0   ,+0x1.4666666666666p+2   ]_dac
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_com | [+0x1.ccccccccccccdp-1   ,+0x1.4666666666666p+2   ]_dac
[-0x1.4000000000000p+3   ,-0x1.0000000000000p+0   ]_com | []_trv
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_dac | []_trv
[+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def | []_trv
[]_trv | []_trv
[]_trv | [-0x1.4000000000000p+3   ,-0x1.0000000000000p+0   ]_com
[]_trv | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_dac
[]_trv | [+0x1.0000000000000p+0   ,+0x1.4000000000000p+2   ]_def
[-0x1.4666666666666p+2   ,-0x0.0000000000000p+0   ]_com | [-0x1.4000000000000p+2   ,+0x0.0000000000000p+0   ]_com
[-0x1.4666666666666p+2   ,-0x1.0000000000000p+0   ]_dac | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_com
[-0x1.4000000000000p+2   ,-0x1.ccccccccccccdp-1   ]_def | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_com
[-0x1.4666666666666p+2   ,-0x1.ccccccccccccdp-1   ]_trv | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_com
[-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_com | [-0x1.4000000000000p+2   ,-0x1.0000000000000p+0   ]_dac
[-0x1.4333333333333p+3   ,+0x1.4000000000000p+2   ]_dac | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_dac
[-0x1.4000000000000p+3   ,+0x1.4666666666666p+2   ]_def | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_dac
[-0x1.4333333333333p+3   ,+0x1.4666666666666p+2   ]_trv | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_def
[-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_com | [-0x1.4000000000000p+3   ,+0x1.4000000000000p+2   ]_def
